id,sort_code,bank_name,branch_name
1,10101,BANK OF GHANA,ACCRA
2,10303,BANK OF GHANA,AGONA SWEDRU
3,10401,BANK OF GHANA,TAKORADI
4,10402,BANK OF GHANA,SEFWI BOAKO
5,10601,BANK OF GHANA,KUMASI
6,10701,BANK OF GHANA,SUNYANI
7,10801,BANK OF GHANA,TAMALE
8,11101,BANK OF GHANA,HOHOE
9,20101,STANDARD CHARTERED BANK,HIGH STREET
10,20102,STANDARD CHARTERED BANK,INDEPENDENCE AVENUE
11,20104,STANDARD CHARTERED BANK,LIBERIA ROAD
12,20105,STANDARD CHARTERED BANK,OPEIBEA HOUSE
13,20106,STANDARD CHARTERED BANK,TEMA
14,20108,STANDARD CHARTERED BANK,LEGON
15,20112,STANDARD CHARTERED BANK,OSU
16,20118,STANDARD CHARTERED BANK,SPINTEX
17,20121,STANDARD CHARTERED BANK,DANSOMAN
18,20126,STANDARD CHARTERED BANK,ABEKA
19,20127,STANDARD CHARTERED BANK,ACHIMOTA
20,20129,STANDARD CHARTERED BANK,NIA
21,20132,STANDARD CHARTERED BANK,TEMA HABOUR
22,20133,STANDARD CHARTERED BANK,WESTHILLS
23,20436,STANDARD CHARTERED BANK,LIBERIA ROAD TAKORADI
24,20611,STANDARD CHARTERED BANK,KNUST
25,20613,STANDARD CHARTERED BANK,AHODWO
26,20615,STANDARD CHARTERED BANK,HARPER ROAD
27,20617,STANDARD CHARTERED BANK,OBUASI
28,20823,STANDARD CHARTERED BANK,TAMALE
29,30101,ABSA (GH) LTD,KASOA
30,30104,ABSA (GH) LTD,A AND C MALL
31,30105,ABSA (GH) LTD,ACCRA MALL
32,30106,ABSA (GH) LTD,ABEKA LAPAZ
33,30107,ABSA (GH) LTD,DANSOMAN
34,30108,ABSA (GH) LTD,GNPC
35,30109,ABSA (GH) LTD,NIMA
36,30110,ABSA (GH) LTD,LEGON
37,30111,ABSA (GH) LTD,ACHIMOTA
38,30112,ABSA (GH) LTD,OSU
39,30114,ABSA (GH) LTD,RING ROAD CENTRAL
40,30116,ABSA (GH) LTD,BCM
41,30117,ABSA (GH) LTD,MOTORWAY EXT
42,30121,ABSA (GH) LTD,SPINTEX MAIN
43,30122,ABSA (GH) LTD,KNUTSFORD AVENUE
44,30125,ABSA (GH) LTD,LEGON MAIN
45,30130,ABSA (GH) LTD,TEMA FISHING HARBOUR
46,30135,ABSA (GH) LTD,MAKOLA SQUARE
47,30136,ABSA (GH) LTD,AIRPORT CITY
48,30141,ABSA (GH) LTD,CIRCLE
49,30144,ABSA (GH) LTD,ACCRA CORPORATE SERVICE CENTER
50,30145,ABSA (GH) LTD,SPINTEX PRESTIGE
51,30148,ABSA (GH) LTD,HIGH STREET
52,30149,ABSA (GH) LTD,DIRECT SALES
53,30154,ABSA (GH) LTD,AVENUE CENTRAL
54,30155,ABSA (GH) LTD,UNDP
55,30160,ABSA (GH) LTD,TEMA MAIN
56,30161,ABSA (GH) LTD,SME CENTRE
57,30162,ABSA (GH) LTD,AGBOBLOSHIE
58,30163,ABSA (GH) LTD,MADINA
59,30164,ABSA (GH) LTD,HEAD OFFICE
60,30168,ABSA (GH) LTD,TESHIE NUNGUA
61,30169,ABSA (GH) LTD,ACCRA NEWTOWN
62,30170,ABSA (GH) LTD,DOME
63,30173,ABSA (GH) LTD,DARKUMAN
64,30175,ABSA (GH) LTD,INDEPENDENCE AVENUE
65,30179,ABSA (GH) LTD,WEIJA
66,30184,ABSA (GH) LTD,ASHAIMAN
67,30185,ABSA (GH) LTD,HAATSO
68,30187,ABSA (GH) LTD,KANESHIE
69,30189,ABSA (GH) LTD,TEMA OIL REFINERY
70,30190,ABSA (GH) LTD,NORTH KANESHIE
71,30191,ABSA (GH) LTD,MAAMOBI
72,30192,ABSA (GH) LTD,OFFSHORE BANKING
73,30193,ABSA (GH) LTD,MATAHEKO
74,30194,ABSA (GH) LTD,ADENTA
75,30195,ABSA (GH) LTD,ABOSSEY OKAI
76,30196,ABSA (GH) LTD,KOTOBABI
77,30197,ABSA (GH) LTD,PALM WINE JUNCTION
78,30242,ABSA (GH) LTD,KOFORIDUA
79,30243,ABSA (GH) LTD,NKAWKAW
80,30246,ABSA (GH) LTD,ODA
81,30247,ABSA (GH) LTD,NSAWAM
82,30286,ABSA (GH) LTD,SOMANYA
83,30320,ABSA (GH) LTD,SWEDRU
84,30337,ABSA (GH) LTD,CAPE COAST
85,30338,ABSA (GH) LTD,OBUASI
86,30365,ABSA (GH) LTD,WINNEBA
87,30367,ABSA (GH) LTD,MANKESSIM
88,30399,ABSA (GH) LTD,TWIFO PRASO
89,30431,ABSA (GH) LTD,HIGH STREET-TAKORADI
90,30432,ABSA (GH) LTD,LIBERATION ROAD-TAKORADI
91,30434,ABSA (GH) LTD,TARKWA
92,30451,ABSA (GH) LTD,TARKWA MINES
93,30452,ABSA (GH) LTD,ASANKRAGUA
94,30456,ABSA (GH) LTD,TAKORADI KOKOMPE
95,30498,ABSA (GH) LTD,ELUBO
96,30539,ABSA (GH) LTD,HO
97,30540,ABSA (GH) LTD,HOHOE
98,30572,ABSA (GH) LTD,AFLAO
99,30623,ABSA (GH) LTD,ASAFO
100,30627,ABSA (GH) LTD,ABSA (GH) LTD-PREMPEH II STREET
101,30628,ABSA (GH) LTD,KEJETIA- KUMASI
102,30653,ABSA (GH) LTD,NEW SUAME MAGAZINE
103,30657,ABSA (GH) LTD,OLD SUAME MAGAZINE
104,30658,ABSA (GH) LTD,AGOGO
105,30666,ABSA (GH) LTD,ADUM
106,30674,ABSA (GH) LTD,BANTAMA
107,30676,ABSA (GH) LTD,SEFWI-WIASO
108,30677,ABSA (GH) LTD,KONONGO
109,30680,ABSA (GH) LTD,KROFOM
110,30681,ABSA (GH) LTD,TANOSO
111,30682,ABSA (GH) LTD,TAFO
112,30683,ABSA (GH) LTD,AHODWO
113,30718,ABSA (GH) LTD,TECHIMAN
114,30724,ABSA (GH) LTD,BEREKUM
115,30750,ABSA (GH) LTD,SUNYANI
116,30759,ABSA (GH) LTD,GOASO
117,30778,ABSA (GH) LTD,ATEBUBU
118,30833,ABSA (GH) LTD,TAMALE
119,30871,ABSA (GH) LTD,GUMANI
120,30919,ABSA (GH) LTD,BOLGATANGA
121,30926,ABSA (GH) LTD,BAWKU
122,31088,ABSA (GH) LTD,WA
123,40001,GCB BANK LTD,WA
124,40002,GCB BANK LTD,TUMU
125,40003,GCB BANK LTD,LAWRA
126,40004,GCB BANK LTD,BOLE
127,40101,GCB BANK LTD,HIGH STREET
128,40102,GCB BANK LTD,BURMA CAMP
129,40103,GCB BANK LTD,LEGON
130,40105,GCB BANK LTD,MINISTRIES
131,40106,GCB BANK LTD,REPUBLIC HOUSE
132,40107,GCB BANK LTD,TEMA MAIN
133,40108,GCB BANK LTD,TEMA MARKET
134,40109,GCB BANK LTD,TEMA INDUSTRIAL AREA
135,40110,GCB BANK LTD,TEMA FISHING HARBOUR
136,40111,GCB BANK LTD,RING ROAD WEST
137,40112,GCB BANK LTD,KANESHIE MARKET
138,40113,GCB BANK LTD,KORLEBU
139,40114,GCB BANK LTD,OSU
140,40115,GCB BANK LTD,DERBY AVENUE
141,40116,GCB BANK LTD,BOUNDARY ROAD
142,40117,GCB BANK LTD,LIBERTY HOUSE
143,40118,GCB BANK LTD,ACCRA NEW TOWN
144,40119,GCB BANK LTD,TRADE FAIR SITE
145,40120,GCB BANK LTD,KANESHIE INDUSTRIAL AREA
146,40121,GCB BANK LTD,ASHAIMAN
147,40123,GCB BANK LTD,MADINA
148,40124,GCB BANK LTD,31ST DECEMBER MARKET
149,40126,GCB BANK LTD,TETTEH QUARSHIE CIRCLE
150,40127,GCB BANK LTD,KWAME NKRUMAH CIRCLE
151,40128,GCB BANK LTD,INTERNATIONAL TRADE FINANCE
152,40129,GCB BANK LTD,GLOBAL TRANSFER SERVICES
153,40130,GCB BANK LTD,TANTRA HILL
154,40131,GCB BANK LTD,KASOA
155,40132,GCB BANK LTD,DOME (KWABENYA)
156,40133,GCB BANK LTD,ABLENKPE
157,40134,GCB BANK LTD,KASOA MAIN
158,40135,GCB BANK LTD,SAFEBOUND (JUBILEE) TEMA
159,40136,GCB BANK LTD,KISSEIMAN
160,40138,GCB BANK LTD,SPINTEX ROAD
161,40139,GCB BANK LTD,ACCRA NORTH CIRCLE
162,40146,GCB BANK LTD,DANSOMAN
163,40147,GCB BANK LTD,ADENTA MARKET
164,40148,GCB BANK LTD,NIMA
165,40149,GCB BANK LTD,NUNGUA
166,40150,GCB BANK LTD,ABEKA LAPAZ
167,40162,GCB BANK LTD,HAATSO
168,40163,GCB BANK LTD,AMASAMAN
169,40164,GCB BANK LTD,ADJIRIGANO
170,40165,GCB BANK LTD,WEIJA
171,40166,GCB BANK LTD,KATAMANTO
172,40167,GCB BANK LTD,ADABRAKA
173,40168,GCB BANK LTD,AIRPORT CITY
174,40169,GCB BANK LTD,EAST LEGON
175,40170,GCB BANK LTD,TEMA COMMUNITY 2
176,40171,GCB BANK LTD,GCB BANK LTD - OKAISHIE
177,40172,GCB BANK LTD,CENTRAL UNIVERSITY COLLEGE
178,40173,GCB BANK LTD,LABONE
179,40174,GCB BANK LTD,ACHIMOTA
180,40175,GCB BANK LTD,A&C MALL
181,40176,GCB BANK LTD,TESANO
182,40177,GCB BANK LTD,ABOSSEY OKAI
183,40178,GCB BANK LTD,MANDELA PARK
184,40179,GCB BANK LTD,OSU OXFORD STREET
185,40180,GCB BANK LTD,MARTEY TSURU
186,40181,GCB BANK LTD,TEMA COMMUNITY 1
187,40182,GCB BANK LTD,MADINA ZONGO JUNCTION
188,40183,GCB BANK LTD,DZORWULU
189,40184,GCB BANK LTD,AIRPORT TERMINAL 3
190,40199,GCB BANK LTD,HEAD OFFICE
191,40201,GCB BANK LTD,KOFORIDUA
192,40202,GCB BANK LTD,AKIM ODA
193,40203,GCB BANK LTD,KADE
194,40205,GCB BANK LTD,NEW TAFO
195,40206,GCB BANK LTD,NKAWKAW
196,40207,GCB BANK LTD,SOMANYA
197,40208,GCB BANK LTD,ASAMANKESE
198,40209,GCB BANK LTD,AKROPONG AKWAPIM
199,40210,GCB BANK LTD,MAMPONG AKWAPIM
200,40212,GCB BANK LTD,ANYIMAN
201,40213,GCB BANK LTD,ADA FOAH
202,40214,GCB BANK LTD,SUHUM
203,40216,GCB BANK LTD,NSAWAM
204,40217,GCB BANK LTD,KIBI
205,40218,GCB BANK LTD,AKOSOMBO
206,40219,GCB BANK LTD,MPRAESO
207,40220,GCB BANK LTD,AKUSE
208,40221,GCB BANK LTD,DONKORKROM
209,40222,GCB BANK LTD,ABURI
210,40224,GCB BANK LTD,KOFORIDUA CENTRAL GCB BANK LTD
211,40301,GCB BANK LTD,CAPE COAST MAIN
212,40302,GCB BANK LTD,UNIVERSITY OF CAPE COAST
213,40303,GCB BANK LTD,AGONA SWEDRU
214,40304,GCB BANK LTD,ASSIN FOSU
215,40305,GCB BANK LTD,WINNEBA
216,40306,GCB BANK LTD,BREMAN ASIKUMA
217,40307,GCB BANK LTD,ABURA DUNKWA
218,40308,GCB BANK LTD,SALTPOND
219,40309,GCB BANK LTD,MANKESSIM
220,40310,GCB BANK LTD,TWIFO PRASO
221,40315,GCB BANK LTD,ELMINA
222,40317,GCB BANK LTD,CORONATION JUNCTION
223,40401,GCB BANK LTD,TAKORADI MAIN
224,40402,GCB BANK LTD,TAKORADI HARBOUR
225,40403,GCB BANK LTD,TAKORADI MARKET CIRCLE
226,40404,GCB BANK LTD,SEKONDI
227,40405,GCB BANK LTD,TARKWA
228,40406,GCB BANK LTD,SAMREBOI
229,40407,GCB BANK LTD,ENCHI
230,40408,GCB BANK LTD,AXIM
231,40409,GCB BANK LTD,HALFASSINI
232,40410,GCB BANK LTD,DUNKWA-ON-OFFIN
233,40412,GCB BANK LTD,SEFWI WIAWSO
234,40413,GCB BANK LTD,DADIESO
235,40414,GCB BANK LTD,BOGOSO
236,40415,GCB BANK LTD,ELUBO
237,40471,GCB BANK LTD,PRESTEA
238,40501,GCB BANK LTD,HO
239,40502,GCB BANK LTD,AFLAO
240,40503,GCB BANK LTD,DZODZE
241,40504,GCB BANK LTD,JASIKAN
242,40506,GCB BANK LTD,KADJEBI
243,40507,GCB BANK LTD,KETA
244,40508,GCB BANK LTD,KETEKRACHI
245,40509,GCB BANK LTD,KPANDO
246,40511,GCB BANK LTD,HOHOE
247,40512,GCB BANK LTD,SOGAKOPE
248,40514,GCB BANK LTD,PEKI
249,40515,GCB BANK LTD,ABOR
250,40517,GCB BANK LTD,AKATSI
251,40523,GCB BANK LTD,NKWANTA
252,40526,GCB BANK LTD,HO MARKET
253,40527,GCB BANK LTD,DAMBAI
254,40530,GCB BANK LTD,HO POLYTECHNIC
255,40555,GCB BANK LTD,CENTRAL PROCESSING CENTRE
256,40601,GCB BANK LTD,KUMASI MAIN
257,40602,GCB BANK LTD,ASAFO MARKET
258,40603,GCB BANK LTD,KNUST KUMASI
259,40604,GCB BANK LTD,KEJETIA
260,40605,GCB BANK LTD,KONONGO
261,40607,GCB BANK LTD,MAMPONG ASHANTI
262,40609,GCB BANK LTD,BEKWAI
263,40610,GCB BANK LTD,EFFIDUASE ASHANTI
264,40611,GCB BANK LTD,OBUASI
265,40612,GCB BANK LTD,EJISU
266,40613,GCB BANK LTD,NEW OFFINSO
267,40614,GCB BANK LTD,EJURA
268,40615,GCB BANK LTD,TEPA
269,40616,GCB BANK LTD,AKUMADAN
270,40617,GCB BANK LTD,JUASO
271,40618,GCB BANK LTD,NEW EDUBIASE
272,40619,GCB BANK LTD,AHINSAN KUMASI
273,40620,GCB BANK LTD,AGONA ASHANTI
274,40621,GCB BANK LTD,JUBILEE HOUSE
275,40622,GCB BANK LTD,AGOGO
276,40623,GCB BANK LTD,NKAWIE
277,40625,GCB BANK LTD,HARPER ROAD KUMASI
278,40627,GCB BANK LTD,BANTAMA
279,40628,GCB BANK LTD,TECH JUNCTION KUMASI
280,40629,GCB BANK LTD,MAGAZINE
281,40630,GCB BANK LTD,SUAME
282,40631,GCB BANK LTD,SOFOLINE
283,40701,GCB BANK LTD,SUNYANI
284,40702,GCB BANK LTD,BECHEM
285,40703,GCB BANK LTD,BEREKUM
286,40704,GCB BANK LTD,DORMAA AHENKRO
287,40705,GCB BANK LTD,DUAYAWNKWANTA
288,40706,GCB BANK LTD,HWIDIEM
289,40707,GCB BANK LTD,GOASO
290,40709,GCB BANK LTD,MIM
291,40710,GCB BANK LTD,JAPEKROM
292,40711,GCB BANK LTD,WENCHI
293,40712,GCB BANK LTD,KINTAMPO
294,40713,GCB BANK LTD,NKORANZA
295,40715,GCB BANK LTD,TECHIMAN
296,40717,GCB BANK LTD,SANKORE
297,40723,GCB BANK LTD,SAMPA
298,40724,GCB BANK LTD,TECHIMAN MARKET
299,40725,GCB BANK LTD,SUNYANI MARKET
300,40801,GCB BANK LTD,TAMALE MAIN
301,40802,GCB BANK LTD,YENDI
302,40803,GCB BANK LTD,DAMONGO
303,40804,GCB BANK LTD,SALAGA
304,40805,GCB BANK LTD,TAMALE MARKET
305,40806,GCB BANK LTD,BIMBILA
306,40807,GCB BANK LTD,YEJI
307,40809,GCB BANK LTD,TAMALE HOSPITAL ROAD
308,40810,GCB BANK LTD,SABOBA
309,40812,GCB BANK LTD,ABOABO
310,40901,GCB BANK LTD,BOLGATANGA
311,40902,GCB BANK LTD,NAVRONGO
312,40903,GCB BANK LTD,BAWKU
313,40906,GCB BANK LTD,WALEWALE
314,50100,NATIONAL INVESTMENT BANK,NATIONAL INVESTMENT BANK
315,50101,NATIONAL INVESTMENT BANK,ACCRA MAIN
316,50109,NATIONAL INVESTMENT BANK,TEMA MAIN
317,50111,NATIONAL INVESTMENT BANK,OSU
318,50112,NATIONAL INVESTMENT BANK,FOREIGN
319,50113,NATIONAL INVESTMENT BANK,TEMA HABOUR AREA(AFKO)
320,50117,NATIONAL INVESTMENT BANK,ABEKA
321,50122,NATIONAL INVESTMENT BANK,ADENTA
322,50123,NATIONAL INVESTMENT BANK,SPINTEX
323,50124,NATIONAL INVESTMENT BANK,WINNEBA ROAD
324,50128,NATIONAL INVESTMENT BANK,NORTH INDUSTRIAL AREA
325,50129,NATIONAL INVESTMENT BANK,TEMA COMMUNITY 9
326,50131,NATIONAL INVESTMENT BANK,HEAD OFFICE
327,50132,NATIONAL INVESTMENT BANK,DANSOMAN
328,50134,NATIONAL INVESTMENT BANK,ASHAIMAN
329,50135,NATIONAL INVESTMENT BANK,AIRPORT CITY
330,50136,NATIONAL INVESTMENT BANK,EAST LEGON
331,50138,NATIONAL INVESTMENT BANK,LAW COURT COMPLEX
332,50139,NATIONAL INVESTMENT BANK,PARLIAMENT HOUSE
333,50146,NATIONAL INVESTMENT BANK,MADINA
334,50147,NATIONAL INVESTMENT BANK,MAKOLA
335,50149,NATIONAL INVESTMENT BANK,ACCRA NEW TOWN
336,50152,NATIONAL INVESTMENT BANK,ACHIMOTA
337,50204,NATIONAL INVESTMENT BANK,KOFORIDUA
338,50218,NATIONAL INVESTMENT BANK,AKIM ODA
339,50310,NATIONAL INVESTMENT BANK,CAPE COAST
340,50327,NATIONAL INVESTMENT BANK,DUNKWA ON-OFFIN
341,50337,NATIONAL INVESTMENT BANK,SWEDRU
342,50351,NATIONAL INVESTMENT BANK,KASOA
343,50407,NATIONAL INVESTMENT BANK,TAKORADI
344,50434,NATIONAL INVESTMENT BANK,TARKWA
345,50503,NATIONAL INVESTMENT BANK,HO
346,50535,NATIONAL INVESTMENT BANK,HOHOE
347,50541,NATIONAL INVESTMENT BANK,NKWANTA
348,50605,NATIONAL INVESTMENT BANK,KUMASI
349,50619,NATIONAL INVESTMENT BANK,KUMASI CENTRAL
350,50621,NATIONAL INVESTMENT BANK,OBUASI
351,50632,NATIONAL INVESTMENT BANK,ASOKWA
352,50643,NATIONAL INVESTMENT BANK,ASHANTI MAMPONG
353,50645,NATIONAL INVESTMENT BANK,SUAME
354,50648,NATIONAL INVESTMENT BANK,KUMASI CITY MALL
355,50650,NATIONAL INVESTMENT BANK,TANOSO
356,50706,NATIONAL INVESTMENT BANK,SUNYANI
357,50715,NATIONAL INVESTMENT BANK,TECHIMAN
358,50725,NATIONAL INVESTMENT BANK,WENCHI
359,50726,NATIONAL INVESTMENT BANK,KINTAMPO
360,50808,NATIONAL INVESTMENT BANK,TAMALE
361,50840,NATIONAL INVESTMENT BANK,SAWLA
362,50842,NATIONAL INVESTMENT BANK,UDS TAMALE
363,50844,NATIONAL INVESTMENT BANK,YENDI
364,50902,NATIONAL INVESTMENT BANK,BOLGATANGA
365,51014,NATIONAL INVESTMENT BANK,WA
366,60101,UNITED BANK FOR AFRICA (GH) LTD,HEAD OFFICE-RIDGE
367,60102,UNITED BANK FOR AFRICA (GH) LTD,ACCRA CENTRAL
368,60103,UNITED BANK FOR AFRICA (GH) LTD,TEMA
369,60106,UNITED BANK FOR AFRICA (GH) LTD,ABOSSEY OKAI
370,60107,UNITED BANK FOR AFRICA (GH) LTD,RING ROAD
371,60108,UNITED BANK FOR AFRICA (GH) LTD,DZORWULU 1 MOTORWAY
372,60109,UNITED BANK FOR AFRICA (GH) LTD,DZORWULU 2
373,60110,UNITED BANK FOR AFRICA (GH) LTD,MADINA
374,60111,UNITED BANK FOR AFRICA (GH) LTD,EAST LEGON 1
375,60112,UNITED BANK FOR AFRICA (GH) LTD,EAST LEGON 2
376,60113,UNITED BANK FOR AFRICA (GH) LTD,TESHIE
377,60114,UNITED BANK FOR AFRICA (GH) LTD,SPINTEX ROAD
378,60119,UNITED BANK FOR AFRICA (GH) LTD,TEMA INDUSTRIA AREA
379,60129,UNITED BANK FOR AFRICA (GH) LTD,ACHIMOTA
380,60402,UNITED BANK FOR AFRICA (GH) LTD,TAKORADI
381,60403,UNITED BANK FOR AFRICA (GH) LTD,TARKWA
382,60405,UNITED BANK FOR AFRICA (GH) LTD,TAKORADI
383,60601,UNITED BANK FOR AFRICA (GH) LTD,KUMASI-ADUM
384,60602,UNITED BANK FOR AFRICA (GH) LTD,SUAME
385,60603,UNITED BANK FOR AFRICA (GH) LTD,KNUST
386,60605,UNITED BANK FOR AFRICA (GH) LTD,TANOSO
387,60606,UNITED BANK FOR AFRICA (GH) LTD,ALABAR
388,60801,UNITED BANK FOR AFRICA (GH) LTD,TAMALE
389,70101,APEX BANK,HEAD OFFICE-SOUTH RIDGE ACCRA
390,70102,APEX BANK,ACCRA CENTRE-ACCRA
391,70103,APEX BANK,NYAKROM RURAL BANK LTD-NYAKROM
392,70104,APEX BANK,MANYA KROBO RURAL BANK LTD-ODUMASE-KROBO
393,70106,APEX BANK,ANUM RURAL BANK LTD-ANUM
394,70107,APEX BANK,AKUAPEM RURAL BANK LTD-MAMFE
395,70108,APEX BANK,DANGBE RURAL BANK LTD-PRAMPRAM
396,70109,APEX BANK,SHAI RURAL BANK LTD-DODOWA
397,70110,APEX BANK,ADA RURAL BANK LTD-KASSEH
398,70111,APEX BANK,BRAKWA BRAMAN RURAL BANK LTD-BRAKWA
399,70114,APEX BANK,AGONA RURAL BANK LTD-KWANYAKU
400,70115,APEX BANK,AKYEPIM RURAL BANK LTD-GOMOA-DAW
401,70116,APEX BANK,AWUTU EMASA RURAL BANK LTD-AWUMASA
402,70117,APEX BANK,GA RURAL BANK LTD-AMASAMAN
403,70118,APEX BANK,ABOKOBI RURAL BANK LTD-ABOKOBI
404,70119,APEX BANK,BAWJIASE AREA RURAL BANK LTD-AWUTU BAWJIASE
405,70120,APEX BANK,AGAVE RURAL BANK LTD-DABALE
406,70121,APEX BANK,MEPE AREA RURAL BANK LTD-MEPE
407,70122,APEX BANK,UNION RURAL BANK LTD-SENYA BREKU
408,70123,APEX BANK,ANLO RURAL BANK LTD-ANLOGA
409,70124,APEX BANK,ODUPONGKPEHE RURAL BANK LTD-KASOA
410,70125,APEX BANK,LA COMMUNITY BANK LTD-LA
411,70126,APEX BANK,CEDI HOUSECED HOUSE
412,70127,APEX BANK,ASUOGYAMAN RURAL BANK LTD-ACCRA
413,70128,APEX BANK,CITIZEN RURAL BANK LTD-ACCRA
414,70129,APEX BANK,OYIBI AREA RURAL BANK LIMITED
415,70130,APEX BANK,MICROFIN RURAL BANK LIMITED
416,70131,APEX BANK,GOMOA COMMUNITY BANK
417,70201,APEX BANK,KOFORIDUA
418,70203,APEX BANK,KWAHU RURAL BANK LTD-KWAHU PEPEASE
419,70204,APEX BANK,SOUTH BIRIM RURAL BANK LTD-ACHIASE
420,70205,APEX BANK,UPPER MANYA KRO RURAL BANK LTD-ASESEWA
421,70206,APEX BANK,KWAHU PRASO RURAL BANK LTD-KWAHU PRASO
422,70207,APEX BANK,ATIWA RURAL BANK LTD-KWABENG
423,70208,APEX BANK,MUMUADA RURAL BANK LTD-OSINO
424,70209,APEX BANK,AFRAM RURAL BANK LTD-TEASE
425,70210,APEX BANK,AKIM BOSOME RURAL BANK LTD-AKIM SWEDRU
426,70211,APEX BANK,MPONUA RURAL BANK LTD-AMUANA PRASO
427,70212,APEX BANK,KWAEBIBIREM RURAL BANK LTD-ASUOM
428,70213,APEX BANK,AKYEM MANSA RURAL BANK LTD-AYIREBI
429,70214,APEX BANK,SOUTH AKIM RURAL BANK LTD-NANKESE
430,70215,APEX BANK,ODWEN-ANOMA RURAL BANK LTD-KWEEHWEE
431,70216,APEX BANK,DUMPONG RURAL BANK LTD-OFRAMASE
432,70217,APEX BANK,ADONTEN COMMUNITY BANK LTD-NEW TAFO
433,70219,APEX BANK,SUHUM RURAL BANK
434,70302,APEX BANK,ENYAN DENKYIRA RURAL BANK LTD-ENYAN DENKYIRA
435,70303,APEX BANK,KAKUM RURAL BANK LTD-ELMINA
436,70304,APEX BANK,NYANKUMASE AHENKRO RURAL BANK LTD-FANTI NYANKUMASE
437,70305,APEX BANK,ASSINMAN RURAL BANK LTD-ASSIN MANSO
438,70306,APEX BANK,AKATAKYIMAN RURAL BANK LTD-KOMENDA
439,70307,APEX BANK,EKUMFIMAN RURAL BANK LTD-ESSUEHYIA
440,70308,APEX BANK,AKOTI RURAL BANK LTD-ASSIN AKROPONG
441,70309,APEX BANK,TWIFO RURAL BANK LTD-TWIFO AGONA
442,70310,APEX BANK,MFANTSIMAN COMMUNITY RURAL BANK LTD-BIRIWA
443,70401,APEX BANK,TAKORADI CENTRE-TAKORADI
444,70402,APEX BANK,ANKOBRA WEST (ESIAMA) RURAL BANK LTD-ESIAMA
445,70403,APEX BANK,AMENFIMAN RURAL BANK LTD-WASSA AKROPONG
446,70404,APEX BANK,NZEMA MANLE RURAL BANK LTD-AWIEBO
447,70405,APEX BANK,JAPEX BANK - OMORO RURAL BANK LTD-TIKOBO NO. 1
448,70406,APEX BANK,LOWER PRA RURAL BANK LTD-SHAMA
449,70407,APEX BANK,FIASEMAN (BOGOSO AREA) RURAL BANK LTD-BOGOSO
450,70409,APEX BANK,AHANTAMAN RURAL BANK LTD-AGONA NKWANTA
451,70502,APEX BANK,NORTH TONGU RURAL BANK LTD-ADIDOME
452,70503,APEX BANK,AVENOR RURAL BANK LTD-AKATSI
453,70504,APEX BANK,UNITY RURAL BANK LTD-ZIOPE
454,70505,APEX BANK,WETO RURAL BANK LTD-KPEVE
455,70506,APEX BANK,BUTAWU RURAL BANK LTD-HO
456,70601,APEX BANK,KUMASIKUMASI
457,70602,APEX BANK,ATWIMA RURAL BANK LTD-FOASE
458,70603,APEX BANK,SEKYEDUMASI RURAL BANK LTD-SEKYEDUMASI
459,70604,APEX BANK,ASOKORE RURAL BANK LTD-ASOKRE
460,70605,APEX BANK,ASANTE AKYEM RURAL BANK LTD-JUANSA
461,70606,APEX BANK,KWAMANMAN RURAL BANK LTD-KWAMANG
462,70607,APEX BANK,ADANSI RURAL BANK LTD-FOMENA
463,70608,APEX BANK,KUMAWUMAN RURAL BANK LTD-KUMAWU
464,70609,APEX BANK,AKROFUOM AREA RURAL BANK LTD-AKROFUOM
465,70610,APEX BANK,AHAFO ANO PREMIER RURAL BANK LTD-WIOSO
466,70611,APEX BANK,BOSOMTWI RURAL BANK LTD-KUNTANASE
467,70612,APEX BANK,OKOMFO ANOKYE RURAL BANK LTD-WIAMOASE
468,70613,APEX BANK,DENKYIRAMAN RURAL BANK LTD-AYAMFURI
469,70614,APEX BANK,ASAWINSO RURAL BANK LTD-SEFWI-ASAWINSO
470,70615,APEX BANK,ODOTOBRI RURAL BANK LTD-JACOBU
471,70616,APEX BANK,ATWIMA KWANWOMA RURAL BANK LTD-PAKYI NO. 2
472,70618,APEX BANK,SEKYERE RURAL BANK LTD-JAMASI
473,70619,APEX BANK,AMANANO RURAL BANK LTD-NYINAHIM
474,70620,APEX BANK,AMASIE WEST RURAL BANK LTD-ANTOAKROM
475,70621,APEX BANK,JUABEN RURAL BANK LTD-JUABEN
476,70622,APEX BANK,YAPRA RURAL BANK LTD-PRANG
477,70623,APEX BANK,NWABIAGYA RURAL BANK LTD-BAREKESE
478,70624,APEX BANK,ATWIMA MPONUA RURAL BANK LTD-TOASE
479,70625,APEX BANK,OTUASEKAN RURAL BANK LTD-KOFIASE
480,70626,APEX BANK,UPPER AMENFI RURAL BANK LTD-ANKWAWSO
481,70627,APEX BANK,BIA-TORYA RURAL BANK LTD-BONSU-NKWANTA
482,70628,APEX BANK,AMATIN AND KASEI COMMUNITY BANK LTD-KASEI
483,70629,APEX BANK,NSUTAMAN RURAL BANK LTD-NSUTA
484,70630,APEX BANK,SEFWIMAN RURAL BANK LTD-SEFWI-ASAW
485,70631,APEX BANK,OFFINSO RURAL BANK LTD-KUMASI
486,70632,APEX BANK,EJURAMAN RURAL BANK LTD-KUMASI
487,70633,APEX BANK,BOSOME FREHO RURAL BANK LTD-KUMASI
