id,sort_code,bank_name,branch_name
1324,340612,CONSOLIDATED BANK GHANA,KEJETIA
1325,340613,CONSOLIDATED BANK GHANA,KNUST
1326,340614,CONSOLIDATED BANK GHANA,NHYIAESO
1327,340615,CONSOLIDATED BANK GHANA,ROMAN HILL
1328,340616,CONSOLIDATED BANK GHANA,SOKOBAN
1329,340617,CONSOLIDATED BANK GHANA,ASHTOWN
1330,340618,CONSOLIDATED BANK GHANA,SUAME
1331,340619,CONSOLIDATED BANK GHANA,TAFO
1332,340620,CONSOLIDATED BANK GHANA,ROMAN HILL MARKET
1333,340621,CONSOLIDATED BANK GHANA,KRONUM
1334,340622,CONSOLIDATED BANK GHANA,ABUAKWA
1335,340701,CONSOLIDATED BANK GHANA,SUNYANI MAIN
1336,340702,CONSOLIDATED BANK GHANA,SUNYANI POST OFFICE
1337,340703,CONSOLIDATED BANK GHANA,TECHIMAN MARKET
1338,340704,CONSOLIDATED BANK GHANA,TECHIMAN WENCHI ROAD
1339,340705,CONSOLIDATED BANK GHANA,TECHIMAN VALLEY VIEW
1340,340801,CONSOLIDATED BANK GHANA,TAMALE MAIN
1341,340802,CONSOLIDATED BANK GHANA,TAMALE ABOABO
1342,340803,CONSOLIDATED BANK GHANA,TAMALE HOSPITAL ROAD
1343,340804,CONSOLIDATED BANK GHANA,BOLE
1344,340901,CONSOLIDATED BANK GHANA,BAWKU
1345,340902,CONSOLIDATED BANK GHANA,BOLGA POLICE STATION ROAD
1346,340903,CONSOLIDATED BANK GHANA,BOLGA COMMERCIAL ROAD
1347,341001,CONSOLIDATED BANK GHANA,WA
1348,360101,OMNI BANK GHANA LTD,HEAD OFFICE
1349,360102,OMNI BANK GHANA LTD,ABOSSEY OKAI
1350,360103,OMNI BANK GHANA LTD,ASHAIMAN
1351,360104,OMNI BANK GHANA LTD,DZORWULU
1352,360105,OMNI BANK GHANA LTD,DOME
1353,360106,OMNI BANK GHANA LTD,NMAI DJORN
1354,360107,OMNI BANK GHANA LTD,TEMA COMM 1
1355,360108,OMNI BANK GHANA LTD,KOKOMLEMLE
1356,360109,OMNI BANK GHANA LTD,MADINA
1357,360110,OMNI BANK GHANA LTD,TUDU
1358,360111,OMNI BANK GHANA LTD,SPINTEX
1359,360112,OMNI BANK GHANA LTD,OSU
1360,360113,OMNI BANK GHANA LTD,WEIJA
1361,360114,OMNI BANK GHANA LTD,EAST LEGON
1362,360115,OMNI BANK GHANA LTD,TEMA COMM 2
1363,360201,OMNI BANK GHANA LTD,KOFORIDUA
1364,360301,OMNI BANK GHANA LTD,KASOA
1365,360401,OMNI BANK GHANA LTD,TAKORADI
1366,360402,OMNI BANK GHANA LTD,TARKWA
1367,360601,OMNI BANK GHANA LTD,MANHYIA
1368,360602,OMNI BANK GHANA LTD,KUMASI CENTRAL MARKET
1369,360603,OMNI BANK GHANA LTD,KEJETIA
1370,360604,OMNI BANK GHANA LTD,ANLOGA
1371,360605,OMNI BANK GHANA LTD,KRONUM
1372,360606,OMNI BANK GHANA LTD,ADUM
1373,390100,GHL BANK,HEAD OFFICE
1374,390100,GHL BANK,
1375,390101,GHL BANK,AIRPORT CITY
1376,390401,GHL BANK,TAKORADI
1377,390601,GHL BANK,KUMASI
